candidate_index	alias_id	locus	direct_type	endpoint	candidate_kind	source	inference_role	biological_label	physical_adjustment	technical_excluded	n_complete	tested_unique	tested_min	tested_max	minor_state_n	eligibility_status	not_estimable_reason	technical_unresolved_as_negative	truth_family_id	representative	truth_aliases
66	10p14::env_furin_site_sequence::accepted	10p14	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
67	10q24.2::env_furin_site_sequence::accepted	10q24.2	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
68	11p15.4::env_furin_site_sequence::accepted	11p15.4	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
69	11q12.3::env_furin_site_sequence::accepted	11q12.3	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	26	13	1	0.0	0.0	13.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
70	11q22.1::env_furin_site_sequence::accepted	11q22.1	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	18.0	eligible	NA	False	MAGE_TF_0001	False	11q22.1::accessory_route_sequence_competence::accepted;11q22.1::env_furin_site_sequence::accepted;11q22.1::env_fusion_peptide_proxy::accepted;11q22.1::env_signal_peptide_proxy::accepted;11q22.1::gag_capsid_interface_panel::accepted;11q22.1::gag_maturation_cleavage_panel::accepted;11q22.1::gag_nc_cchc_panel::accepted;11q22.1::rec_sequence_competence::accepted;11q22.1::rt_sequence_compatibility::accepted
71	11q23.3::env_furin_site_sequence::accepted	11q23.3	TypeI	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
72	12p11.21::env_furin_site_sequence::accepted	12p11.21	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
73	12q13.2::env_furin_site_sequence::accepted	12q13.2	TypeI	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	12.0	eligible	NA	False	MAGE_TF_0006	True	12q13.2::env_furin_site_sequence::accepted;12q13.2::env_fusion_peptide_proxy::accepted;12q13.2::gag_capsid_interface_panel::accepted;12q13.2::gag_maturation_cleavage_panel::accepted;12q13.2::gag_nc_cchc_panel::accepted
74	12q14.1::env_furin_site_sequence::accepted	12q14.1	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	12.0	eligible	NA	False	MAGE_TF_0007	True	12q14.1::env_furin_site_sequence::accepted;12q14.1::env_fusion_peptide_proxy::accepted;12q14.1::env_signal_peptide_proxy::accepted;12q14.1::gag_late_domain_panel::accepted;12q14.1::gag_nc_cchc_panel::accepted;12q14.1::leader_packaging_proxy_state::accepted;12q14.1::pro_core_motif_panel::accepted
75	19p12a::env_furin_site_sequence::accepted	19p12a	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
76	19p12b::env_furin_site_sequence::accepted	19p12b	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	8.0	eligible	NA	False	MAGE_TF_0002	False	19p12b::accessory_route_sequence_competence::accepted;19p12b::env_furin_site_sequence::accepted;19p12b::env_fusion_peptide_proxy::accepted;19p12b::env_signal_peptide_proxy::accepted;19p12b::gag_late_domain_panel::accepted;19p12b::gag_maturation_cleavage_panel::accepted;19p12b::gag_nc_cchc_panel::accepted;19p12b::integrase_native_tail_stop_compatibility::accepted;19p12b::leader_packaging_proxy_state::accepted;19p12b::pro_core_motif_panel::accepted;19p12b::rec_sequence_competence::accepted;19p12b::reverse_transcription_primer_proxy_state::accepted;19p12b::rnase_h_sequence_compatibility::accepted;19p12b::rt_sequence_compatibility::accepted
77	19p12c::env_furin_site_sequence::accepted	19p12c	TypeI	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	14.0	eligible	NA	False	MAGE_TF_0003	False	19p12c::accessory_route_sequence_competence::accepted;19p12c::env_furin_site_sequence::accepted;19p12c::env_fusion_peptide_proxy::accepted;19p12c::gag_capsid_interface_panel::accepted;19p12c::gag_late_domain_panel::accepted;19p12c::gag_nc_cchc_panel::accepted;19p12c::leader_packaging_proxy_state::accepted;19p12c::np9_sequence_competence::accepted;19p12c::pro_core_motif_panel::accepted;19p12c::reverse_transcription_primer_proxy_state::accepted;19p12c::rt_sequence_compatibility::accepted
78	19p12e::env_furin_site_sequence::accepted	19p12e	TypeI	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
79	19q12::env_furin_site_sequence::accepted	19q12	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
80	19q13.12a::env_furin_site_sequence::accepted	19q13.12a	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
81	19q13.12b::env_furin_site_sequence::accepted	19q13.12b	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
82	19q13.41::env_furin_site_sequence::accepted	19q13.41	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
83	19q13.42::env_furin_site_sequence::accepted	19q13.42	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
84	1p31.1a::env_furin_site_sequence::accepted	1p31.1a	TypeI	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	2	0.0	1.0	2.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
85	1p31.1b::env_furin_site_sequence::accepted	1p31.1b	TypeI	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
86	1p34.3::env_furin_site_sequence::accepted	1p34.3	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
87	1p36.21b::env_furin_site_sequence::accepted	1p36.21b	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
88	1p36.21c::env_furin_site_sequence::accepted	1p36.21c	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
89	1q22::env_furin_site_sequence::accepted	1q22	TypeI	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
90	1q23.3::env_furin_site_sequence::accepted	1q23.3	TypeI	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
91	1q24.1::env_furin_site_sequence::accepted	1q24.1	TypeII	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
92	1q32.2::env_furin_site_sequence::accepted	1q32.2	TypeI	env_furin_site_sequence	accepted_sequence_state	accepted_env_provirus_and_multicopy_parts	descriptive_sequence_proxy	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_provirus_present	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
